Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
1931,France,3,0,Ireland,1/1/1931
1931,England,11,11,Wales,1/17/1931
1931,Scotland,6,4,France,1/24/1931
1931,Wales,13,8,Scotland,2/7/1931
1931,England,5,6,Ireland,2/14/1931
1931,Wales,35,3,France,2/28/1931
1931,Ireland,8,5,Scotland,2/28/1931
1931,Ireland,3,15,Wales,3/14/1931
1931,Scotland,28,19,England,3/21/1931
1931,France,14,13,England,4/6/1931
1931,New Zealand Maori,3,14,Australia,9/9/1931
1931,New Zealand,20,13,Australia,9/12/1931
1931,Gloucestershire / Somerset,3,14,South Africa,10/3/1931
1931,Newport,3,15,South Africa,10/8/1931
1931,Swansea,3,10,South Africa,10/10/1931
1931,Abertillery & Cross Keys,9,10,South Africa,10/14/1931
1931,London,3,30,South Africa,10/17/1931
1931,Midland Counties,3,13,South Africa,10/21/1931
1931,Durham / Northumberland,0,41,South Africa,10/24/1931
1931,Glasgow,21,13,South Africa,10/28/1931
1931,South of Scotland,0,0,South Africa,10/31/1931
1931,Cambridge University,9,21,South Africa,11/4/1931
1931,Combined Services,0,23,South Africa,11/7/1931
1931,Oxford University,3,24,South Africa,11/12/1931
1931,Midland Counties,30,21,South Africa,11/14/1931
1931,Devon / Cornwall,3,3,South Africa,11/18/1931
1931,Cardiff,5,13,South Africa,11/21/1931
1931,Llanelli,0,9,South Africa,11/24/1931
1931,Neath / Aberavon,3,8,South Africa,11/28/1931
1931,Wales,3,8,South Africa,12/5/1931
1931,Lancashire / Cheshire,9,20,South Africa,12/9/1931
1931,Ulster,3,30,South Africa,12/12/1931
1931,Ireland,3,8,South Africa,12/19/1931
1931,London,8,16,South Africa,12/26/1931
1932,England,0,7,South Africa,1/2/1932
1932,Yorshire / Cumberland,5,27,South Africa,1/6/1932
1932,North of Scotland,3,6,South Africa,1/9/1932
1932,Scotland,3,6,South Africa,1/16/1932
1932,Wales,12,5,England,1/16/1932
1932,Japan,9,8,Canada,1/31/1932
1932,Scotland,0,6,Wales,2/6/1932
1932,Japan,38,5,Canada,2/11/1932
1932,Ireland,8,11,England,2/13/1932
1932,Scotland,8,20,Ireland,2/27/1932
1932,Wales,10,12,Ireland,3/12/1932
1932,England,16,3,Scotland,3/19/1932
1932,Australia,22,17,New Zealand,7/2/1932
1932,Argentina,0,42,Junior Springboks,7/16/1932
1932,Australia,3,21,New Zealand,7/16/1932
1932,Australia,13,21,New Zealand,7/23/1932
1932,Argentina,3,34,Junior Springboks,7/23/1932
1933,England,3,7,Wales,1/21/1933
1933,Wales,3,11,Scotland,2/4/1933
1933,England,17,6,Ireland,2/11/1933
1933,Ireland,10,5,Wales,3/11/1933
1933,Scotland,3,0,England,3/18/1933
1933,Ireland,6,8,Scotland,4/1/1933
1933,Natal Sharks,3,14,Australia,6/3/1933
1933,Western Transvaal,3,20,Australia,6/7/1933
1933,Reef & Country,13,6,Australia,6/10/1933
1933,Pretoria,13,8,Australia,6/14/1933
1933,Griqualand West,14,9,Australia,6/17/1933
1933,Rhodesia,5,24,Australia,6/20/1933
1933,Rhodesia,0,31,Australia,6/24/1933
1933,Northern Provinces,16,8,Australia,6/28/1933
1933,Western Province,13,9,Australia,7/1/1933
1933,South Africa,17,3,Australia,7/8/1933
1933,North Eastern Districts,11,31,Australia,7/12/1933
1933,Free State,8,9,Australia,7/15/1933
1933,South Africa,6,21,Australia,7/22/1933
1933,Border,5,24,Australia,7/29/1933
1933,Border,6,13,Australia,8/2/1933
1933,Transvaal,11,9,Australia,8/7/1933
1933,South Africa,12,3,Australia,8/12/1933
1933,South Western Districts,14,21,Australia,8/16/1933
1933,Eastern Province,3,18,Australia,8/19/1933
1933,South Africa,11,0,Australia,8/26/1933
1933,South Africa,4,15,Australia,9/2/1933
1933,Western Province Universities,3,3,Australia,9/6/1933
1933,Western Province Town & Country,4,0,Australia,9/9/1933
1934,Wales,0,9,England,1/20/1934
1934,Scotland,6,13,Wales,2/3/1934
1934,Ireland,3,13,England,2/10/1934
1934,Scotland,16,9,Ireland,2/24/1934
1934,Wales,13,0,Ireland,3/10/1934
1934,England,6,3,Scotland,3/17/1934
1934,Western Districts,10,51,New Zealand,8/1/1934
1934,New South Wales,16,18,New Zealand,8/4/1934
1934,New South Wales,13,16,New Zealand,8/6/1934
1934,Australia,25,11,New Zealand,8/11/1934
1934,Queensland,14,31,New Zealand,8/15/1934
1934,Australia XV,6,11,New Zealand,8/18/1934
1934,Newcastle,3,35,New Zealand,8/22/1934
1934,Australia,3,3,New Zealand,8/25/1934
1935,England,3,3,Wales,1/19/1935
1935,Wales,10,6,Scotland,2/2/1935
1935,England,14,3,Ireland,2/9/1935
1935,Ireland,12,5,Scotland,2/23/1935
1935,Ireland,9,3,Wales,3/9/1935
1935,Scotland,10,7,England,3/16/1935
1935,Warwick,10,32,New Zealand Maori,7/10/1935
1935,Queensland,39,22,New Zealand Maori,7/13/1935
1935,Toowoomba,13,35,New Zealand Maori,7/17/1935
1935,Queensland,13,15,New Zealand Maori,7/20/1935
1935,Far West,3,38,New Zealand Maori,7/24/1935
1935,New South Wales,5,6,New Zealand Maori,7/27/1935
1935,Central West,8,42,New Zealand Maori,7/31/1935
1935,Victoria,16,28,New Zealand Maori,8/3/1935
1935,New South Wales,20,13,New Zealand Maori,8/5/1935
1935,New South Wales,5,14,New Zealand Maori,8/10/1935
1935,Newcastle,0,11,New Zealand Maori,8/14/1935
1935,Devon / Cornwall,6,35,New Zealand,9/14/1935
1935,Midland Counties,3,9,New Zealand,9/19/1935
1935,Yorshire / Cumberland,3,14,New Zealand,9/21/1935
1935,Abertillery & Cross Keys,6,31,New Zealand,9/25/1935
1935,Swansea,11,3,New Zealand,9/28/1935
1935,Gloucestershire-Somerset,3,23,New Zealand,10/3/1935
1935,Lancashire / Cheshire,8,21,New Zealand,10/5/1935
1935,Northumberland & Cheshire,6,10,New Zealand,10/9/1935
1935,South of Scotland,8,11,New Zealand,10/12/1935
1935,Glasgow / Edinburgh,8,9,New Zealand,10/16/1935
1935,Combined Services,5,6,New Zealand,10/19/1935
1935,Llanelli,8,16,New Zealand,10/22/1935
1935,Cardiff,5,20,New Zealand,10/26/1935
1935,Newport,5,17,New Zealand,10/31/1935
1935,London Counties,0,11,New Zealand,11/2/1935
1935,Oxford University,9,10,New Zealand,11/6/1935
1935,Hampshire & Sussex,8,14,New Zealand,11/9/1935
1935,Cambridge University,5,25,New Zealand,11/14/1935
1935,Leicester & East Midlands,3,16,New Zealand,11/16/1935
1935,Scotland,8,18,New Zealand,11/23/1935
1935,North of Scotland,6,12,New Zealand,11/27/1935
1935,Ulster,3,3,New Zealand,11/30/1935
1935,Ireland,9,17,New Zealand,12/7/1935
1935,Mid-Districts (Wales),10,31,New Zealand,12/12/1935
1935,Neath / Aberavon,3,13,New Zealand,12/14/1935
1935,Wales,13,12,New Zealand,12/21/1935
1935,London Counties,5,24,New Zealand,12/26/1935
1936,England,13,0,New Zealand,1/4/1936
1936,Wales,0,0,England,1/18/1936
1936,Vancouver,0,32,New Zealand,1/25/1936
1936,Victoria,3,27,New Zealand,1/29/1936
1936,Scotland,3,13,Wales,2/1/1936
1936,Ireland,6,3,England,2/8/1936
1936,Scotland,4,10,Ireland,2/22/1936
1936,Wales,3,0,Ireland,3/14/1936
1936,England,9,8,Scotland,3/21/1936
1936,Argentina,0,27,British & Irish Lions,7/19/1936
1936,Argentina,0,23,British & Irish Lions,8/16/1936
1936,Auckland,8,5,Australia,8/22/1936
1936,Wanganui,12,22,Australia,8/26/1936
1936,Hawke's Bay,20,14,Australia,8/29/1936
1936,Brazil,0,81,British & Irish Lions,8/31/1936
1936,Wairarapa Bush,19,13,Australia,9/2/1936
1936,New Zealand,11,6,Australia,9/5/1936
1936,North Otago,13,16,Australia,9/9/1936
1936,New Zealand,38,13,Australia,9/12/1936
1936,Southland,14,6,Australia,9/16/1936
1936,Canterbury,19,18,Australia,9/19/1936
1936,Argentina,29,0,Chile,9/20/1936
1936,New Zealand Maori,6,31,Australia,9/23/1936
1936,Argentina,31,3,Chile,9/27/1936
1937,England,4,3,Wales,1/16/1937
1937,Wales,6,13,Scotland,2/6/1937
1937,England,9,8,Ireland,2/13/1937
1937,Ireland,11,4,Scotland,2/27/1937
1937,Scotland,3,6,England,3/20/1937
1937,Ireland,5,3,Wales,4/3/1937
1937,Romania,0,0,Italy,4/25/1937
1937,Victoria,11,45,South Africa,6/12/1937
1937,Western Districts,0,63,South Africa,6/16/1937
1937,New South Wales,17,6,South Africa,6/19/1937
1937,Australia,5,9,South Africa,6/26/1937
1937,Newcastle,8,58,South Africa,6/30/1937
1937,Australia XV,3,36,South Africa,7/3/1937
1937,Toowoomba,0,60,South Africa,7/7/1937
1937,Queensland,4,39,South Africa,7/10/1937
1937,Australia,17,26,South Africa,7/17/1937
1937,Auckland,5,19,South Africa,7/24/1937
1937,Waikato / King Country / Thames Valley,3,6,South Africa,7/28/1937
1937,Taranaki,3,17,South Africa,7/31/1937
1937,Manawatu,3,39,South Africa,8/4/1937
1937,Wellington,0,29,South Africa,8/7/1937
1937,New Zealand,13,7,South Africa,8/14/1937
1937,Nelson Bays / Marlborough / Golden Bay / Motueka,0,22,South Africa,8/18/1937
1937,Canterbury,8,23,South Africa,8/21/1937
1937,West Coast / Buller,6,31,South Africa,8/25/1937
1937,South Canterbury,6,43,South Africa,8/28/1937
1937,New Zealand,6,13,South Africa,9/4/1937
1937,Southland,17,30,South Africa,9/8/1937
1937,Otago,7,47,South Africa,9/11/1937
1937,Hawke's Bay,12,21,South Africa,9/15/1937
1937,Poverty Bay / Bay of Plenty / East Coast,3,33,South Africa,9/18/1937
1937,New Zealand,6,17,South Africa,9/25/1937
1937,North Auckland,6,14,South Africa,9/29/1937
1937,Romania,42,5,Netherlands,10/10/1937
1937,Netherlands,3,21,Belgium,10/16/1937
1938,Wales,14,8,England,1/15/1938
1938,Scotland,8,6,Wales,2/5/1938
1938,Ireland,14,36,England,2/12/1938
1938,Scotland,23,14,Ireland,2/26/1938
1938,Wales,11,5,Ireland,3/12/1938
1938,England,16,21,Scotland,3/19/1938
1938,Border,11,8,British & Irish Lions,6/11/1938
1938,Griqualand West,9,22,British & Irish Lions,6/15/1938
1938,Western Province Town & Country,11,8,British & Irish Lions,6/18/1938
1938,South Western Districts,10,19,British & Irish Lions,6/22/1938
1938,Western Province,21,11,British & Irish Lions,6/25/1938
1938,Western Transvaal,9,26,British & Irish Lions,6/29/1938
1938,Free State,6,21,British & Irish Lions,7/2/1938
1938,Free State Country,3,18,British & Irish Lions,7/6/1938
1938,Transvaal,16,9,British & Irish Lions,7/9/1938
1938,Northern Transvaal,12,20,British & Irish Lions,7/13/1938
1938,New South Wales,8,28,New Zealand,7/16/1938
1938,Cape Province,3,10,British & Irish Lions,7/16/1938
1938,Combined Western,0,31,New Zealand,7/20/1938
1938,Rhodesia,11,25,British & Irish Lions,7/20/1938
1938,Australia,9,24,New Zealand,7/23/1938
1938,Rhodesia,11,45,British & Irish Lions,7/23/1938
1938,Newcastle,16,39,New Zealand,7/27/1938
1938,Transvaal,9,17,British & Irish Lions,7/30/1938
1938,Queensland,9,30,New Zealand,7/30/1938
1938,Darling Downs,6,36,New Zealand,8/3/1938
1938,South Africa,26,12,British & Irish Lions,8/6/1938
1938,Australia,14,20,New Zealand,8/6/1938
1938,ACT,5,57,New Zealand,8/10/1938
1938,Australia,6,14,New Zealand,8/13/1938
1938,Fiji A,6,14,New Zealand Maori,8/13/1938
1938,Northern Provinces,26,8,British & Irish Lions,8/13/1938
1938,Fiji European,6,17,New Zealand Maori,8/17/1938
1938,Natal Sharks,11,15,British & Irish Lions,8/17/1938
1938,Fiji,3,3,New Zealand Maori,8/20/1938
1938,Border,11,19,British & Irish Lions,8/20/1938
1938,Fiji,11,5,New Zealand Maori,8/24/1938
1938,North Eastern Districts,3,42,British & Irish Lions,8/24/1938
1938,Eastern Province,5,6,British & Irish Lions,8/27/1938
1938,Fiji,3,6,New Zealand Maori,8/27/1938
1938,South Africa,19,3,British & Irish Lions,9/3/1938
1938,South Africa,16,21,British & Irish Lions,9/10/1938
1938,Western Province Universities,16,19,British & Irish Lions,9/17/1938
1939,England,3,0,Wales,1/21/1939
1939,Wales,11,3,Scotland,2/4/1939
1939,England,0,5,Ireland,2/11/1939
1939,Ireland,12,3,Scotland,2/25/1939
1939,Ireland,0,7,Wales,3/11/1939
1939,Scotland,6,9,England,3/18/1939
1939,Bay of Plenty Maori,0,11,Fiji,8/23/1939
1939,North Auckland,11,12,Fiji,8/26/1939
1939,King Country,9,14,Fiji,8/30/1939
1939,Auckland,11,17,Fiji,9/2/1939
1939,Nelson / Golden Bay-Motueka,6,6,Fiji,9/6/1939
1939,Buller,4,9,Fiji,9/9/1939
1939,Ashburton County,4,10,Fiji,9/13/1939
1939,New Zealand Maori,4,14,Fiji,9/16/1939
1945,Swansea,6,22,New Zealand,10/27/1945
1945,Llanelli,8,16,New Zealand,10/30/1945
1945,Neath,15,22,New Zealand,11/3/1945
1945,Northern Services,7,14,New Zealand,11/10/1945
1945,Ulster,9,10,New Zealand,11/14/1945
1945,Leinster,10,10,New Zealand,11/17/1945
1945,England,3,18,New Zealand,11/24/1945
1945,British Army,5,25,New Zealand,12/1/1945
1945,Royal Air Force,0,11,New Zealand,12/8/1945
1945,Royal Navy,3,6,New Zealand,12/15/1945
1945,London,0,30,New Zealand,12/22/1945
1945,Cardiff,0,3,New Zealand,12/26/1945
1945,Newport,3,3,New Zealand,12/29/1945
1946,Wales,0,0,New Zealand,1/5/1946
1946,Combined Services,0,31,New Zealand,1/12/1946
1946,Scotland,11,6,New Zealand,1/19/1946
1946,Scottish Universities,3,57,New Zealand,1/24/1946
1946,North Midlands & Warwickshire,9,24,New Zealand,1/26/1946
1946,Leicester & East Midlands,0,14,New Zealand,1/31/1946
1946,Northern Counties,8,25,New Zealand,2/2/1946
1946,"Lancashire, Chesire & Yorkshire",0,41,New Zealand,2/9/1946
1946,Oxford University,9,31,New Zealand,2/14/1946
1946,Devon / Cornwall,3,11,New Zealand,2/16/1946
1946,Cambridge University,7,15,New Zealand,2/20/1946
1946,Gloucestershire / Somerset,0,11,New Zealand,2/23/1946
1946,Monmouthshire,15,0,New Zealand,2/27/1946
1946,Aberavon,4,17,New Zealand,3/2/1946
1946,France,9,14,New Zealand,3/10/1946
1946,British Army of the Rhine,0,12,New Zealand,3/13/1946
1946,Combined Services,3,20,New Zealand,3/16/1946
1946,France A,9,38,New Zealand,3/27/1946
1946,Ile-de-France,13,24,New Zealand,3/31/1946
1946,North Auckland,32,19,Australia,8/21/1946
1946,Taranaki / King Country,8,9,Australia,8/24/1946
1946,Wanganui / Manawatu,15,17,Australia,8/28/1946
1946,Hawke's Bay / Poverty Bay,11,19,Australia,8/31/1946
1946,Seddon Shield XV,12,15,Australia,9/4/1946
1946,Canterbury,20,11,Australia,9/7/1946
1946,Hanan Shield Districts,21,9,Australia,9/11/1946
1946,New Zealand,31,8,Australia,9/14/1946
1946,Southland,8,6,Australia,9/18/1946
1946,Wellington,15,16,Australia,9/21/1946
1946,New Zealand Maori,20,0,Australia,9/25/1946
1946,New Zealand,14,10,Australia,9/28/1946
1947,France,8,3,Scotland,1/1/1947
1947,Wales,6,9,England,1/18/1947
1947,Ireland,8,12,France,1/25/1947
1947,Scotland,8,22,Wales,2/1/1947
1947,Ireland,22,0,England,2/8/1947
1947,Scotland,0,3,Ireland,2/22/1947
1947,England,24,5,Scotland,3/15/1947
1947,France,0,3,Wales,3/22/1947
1947,Wales,6,0,Ireland,3/29/1947
1947,England,6,3,France,4/19/1947
1947,ACT,11,58,New Zealand,6/1/1947
1947,New South Wales,12,9,New Zealand,6/7/1947
1947,New South Wales XV,17,26,New Zealand,6/10/1947
1947,Australia,5,13,New Zealand,6/14/1947
1947,Queensland,14,23,New Zealand,6/16/1947
1947,Queensland,9,25,New Zealand,6/18/1947
1947,New South Wales,3,36,New Zealand,6/21/1947
1947,Northern Suburbs,14,43,New Zealand,6/25/1947
1947,Australia,14,27,New Zealand,6/28/1947
1947,Scotland,7,16,Australia,11/22/1947
1947,Ireland,3,16,Australia,12/6/1947
1947,Wales,6,0,Australia,12/20/1947
1948,France,6,13,Ireland,1/1/1948
1948,England,0,11,Australia,1/3/1948
1948,France,13,6,Australia,1/11/1948
1948,England,3,3,Wales,1/17/1948
1948,Scotland,9,8,France,1/24/1948
1948,Wales,14,0,Scotland,2/7/1948
1948,England,10,11,Ireland,2/14/1948
1948,Wales,3,11,France,2/21/1948
1948,Ireland,6,0,Scotland,2/28/1948
1948,Ireland,6,3,Wales,3/13/1948
1948,Scotland,6,3,England,3/20/1948
1948,France,15,0,England,3/29/1948
1948,Northern Districts,0,36,New Zealand Maori,7/24/1948
1948,Suva European XV,3,46,New Zealand Maori,7/26/1948
1948,Suva-Rewa XV,3,3,New Zealand Maori,7/28/1948
1948,Fiji,6,22,New Zealand Maori,7/31/1948
1948,Fiji,9,8,New Zealand Maori,8/4/1948
1948,Fiji,6,14,New Zealand Maori,8/7/1948
1949,France,0,8,Scotland,1/15/1949
1949,Wales,9,3,England,1/15/1949
1949,Ireland,9,16,France,1/29/1949
1949,Scotland,6,5,Wales,2/5/1949
1949,Ireland,14,5,England,2/12/1949
1949,England,8,3,France,2/26/1949
1949,Scotland,3,13,Ireland,2/26/1949
1949,Wales,0,5,Ireland,3/12/1949
1949,England,19,3,Scotland,3/19/1949
1949,France,5,3,Wales,3/26/1949
1949,Australian Southern States,8,35,New Zealand Maori,5/21/1949
1949,ACT,3,47,New Zealand Maori,5/25/1949
1949,New South Wales,14,19,New Zealand Maori,5/28/1949
1949,Western Province Universities,9,11,New Zealand,5/31/1949
1949,Newcastle,0,17,New Zealand Maori,6/1/1949
1949,Australia,3,12,New Zealand Maori,6/4/1949
1949,Boland,5,8,New Zealand,6/4/1949
1949,New England,10,42,New Zealand Maori,6/8/1949
1949,South Western Districts,3,21,New Zealand,6/8/1949
1949,Australia,8,8,New Zealand Maori,6/11/1949
1949,Eastern Province,3,6,New Zealand,6/11/1949
1949,Queensland,8,13,New Zealand Maori,6/13/1949
1949,Border,9,0,New Zealand,6/15/1949
1949,Natal Sharks,0,8,New Zealand,6/18/1949
1949,New South Wales,9,11,New Zealand Maori,6/18/1949
1949,Combined Central / Western,5,51,New Zealand Maori,6/22/1949
1949,Western Transvaal,3,6,New Zealand,6/22/1949
1949,Australia,18,3,New Zealand Maori,6/25/1949
1949,Transvaal XV,3,6,New Zealand,6/25/1949
1949,Free State,9,9,New Zealand,6/29/1949
1949,Eastern Transvaal,6,5,New Zealand,7/2/1949
1949,Western Province,3,6,New Zealand,7/9/1949
1949,South Africa,15,11,New Zealand,7/16/1949
1949,Transvaal,3,13,New Zealand,7/23/1949
1949,Rhodesia,10,8,New Zealand,7/27/1949
1949,Rhodesia,3,3,New Zealand,7/30/1949
1949,Northern Transvaal,3,6,New Zealand,8/6/1949
1949,South Africa,12,6,New Zealand,8/13/1949
1949,King Country,6,24,Australia,8/17/1949
1949,Northern Universities,3,17,New Zealand,8/17/1949
1949,Griqualand West,6,8,New Zealand,8/20/1949
1949,Bay of Plenty,8,35,Australia,8/20/1949
1949,North Eastern Districts,3,28,New Zealand,8/24/1949
1949,Poverty Bay / East Coast,12,20,Australia,8/24/1949
1949,Free State,9,14,New Zealand,8/27/1949
1949,Wairarapa Bush,14,21,Australia,8/27/1949
1949,Manawatu / Horowhenua,6,29,Australia,8/31/1949
1949,New Zealand,6,11,Australia,9/3/1949
1949,South Africa,9,3,New Zealand,9/3/1949
1949,Nelson Bays / Marlborough / Golden Bay / Motueka,8,14,Australia,9/7/1949
1949,Border,6,6,New Zealand,9/10/1949
1949,West Coast / Buller,17,15,Australia,9/10/1949
1949,Hanan Shield Districts,0,12,Australia,9/14/1949
1949,South Africa,11,8,New Zealand,9/17/1949
1949,Southland,10,15,Australia,9/17/1949
1949,Canterbury,12,16,Australia,9/21/1949
1949,New Zealand,9,16,Australia,9/24/1949
1950,Scotland,8,5,France,1/14/1950
1950,England,5,11,Wales,1/21/1950
1950,France,3,3,Ireland,1/28/1950
1950,Wales,12,0,Scotland,2/4/1950
1950,England,3,0,Ireland,2/11/1950
1950,France,6,3,England,2/25/1950
1950,Ireland,21,0,Scotland,2/25/1950
1950,Ireland,3,6,Wales,3/11/1950
1950,Scotland,13,11,England,3/18/1950
1950,Wales,21,0,France,3/25/1950
1950,Nelson Bays / Marlborough / Golden Bay / Motueka,3,23,British & Irish Lions,5/10/1950
1950,Buller,9,24,British & Irish Lions,5/13/1950
1950,West Coast,3,32,British & Irish Lions,5/16/1950
1950,Otago,23,9,British & Irish Lions,5/20/1950
1950,Southland,11,0,British & Irish Lions,5/23/1950
1950,New Zealand,9,9,British & Irish Lions,5/27/1950
1950,South Canterbury,8,27,British & Irish Lions,5/31/1950
1950,Canterbury,5,16,British & Irish Lions,6/3/1950
1950,Ashburton County / North Otago,6,29,British & Irish Lions,6/6/1950
1950,New Zealand,8,0,British & Irish Lions,6/10/1950
1950,Wairarapa Bush,13,13,British & Irish Lions,6/14/1950
1950,Hawke's Bay,0,20,British & Irish Lions,6/17/1950
1950,Poverty Bay / Bay of Plenty / East Coast,3,27,British & Irish Lions,6/21/1950
1950,Wellington,6,12,British & Irish Lions,6/24/1950
1950,New Zealand,6,3,British & Irish Lions,7/1/1950
1950,Wanganui,3,31,British & Irish Lions,7/5/1950
1950,Taranaki,3,25,British & Irish Lions,7/8/1950
1950,Manawatu / Horowhenua,8,13,British & Irish Lions,7/12/1950
1950,Waikato / King Country / Thames Valley,0,30,British & Irish Lions,7/15/1950
1950,North Auckland,6,8,British & Irish Lions,7/19/1950
1950,Auckland,9,32,British & Irish Lions,7/22/1950
1950,New Zealand,11,8,British & Irish Lions,7/29/1950
1950,New Zealand Maori,9,34,British & Irish Lions,8/2/1950
1950,New South Wales Country,3,47,British & Irish Lions,8/9/1950
1950,New South Wales,6,22,British & Irish Lions,8/12/1950
1950,Australia,6,19,British & Irish Lions,8/19/1950
1950,Australia,3,24,British & Irish Lions,8/26/1950
1950,Metropolitan,17,26,British & Irish Lions,8/29/1950
1950,New South Wales,17,12,British & Irish Lions,9/2/1950
1950,Sri Lanka,6,44,British & Irish Lions,9/18/1950
1951,France,14,12,Scotland,1/13/1951
1951,Wales,23,5,England,1/20/1951
1951,Ireland,9,8,France,1/27/1951
1951,Scotland,19,0,Wales,2/3/1951
1951,Ireland,3,0,England,2/10/1951
1951,England,3,11,France,2/24/1951
1951,Scotland,5,6,Ireland,2/24/1951
1951,Wales,3,3,Ireland,3/10/1951
1951,England,5,3,Scotland,3/17/1951
1951,France,8,3,Wales,4/7/1951
1951,Newcastle,6,20,New Zealand,6/11/1951
1951,New South Wales,3,24,New Zealand,6/16/1951
1951,Australian United Services,6,15,New Zealand,6/20/1951
1951,Australia,0,8,New Zealand,6/23/1951
1951,Central West,6,65,New Zealand,6/27/1951
1951,Australia,11,56,New Zealand,6/30/1951
1951,Combined XV,10,48,New Zealand,7/4/1951
1951,Australia,11,17,New Zealand,7/7/1951
1951,New England,6,49,New Zealand,7/11/1951
1951,Queensland,9,19,New Zealand,7/14/1951
1951,Brisbane,9,29,New Zealand,7/18/1951
1951,Australia,6,16,New Zealand,7/21/1951
1951,Thames Valley,16,6,Fiji,7/25/1951
1951,Bay of Plenty,23,32,Fiji,7/28/1951
1951,Poverty Bay,11,14,Fiji,8/1/1951
1951,Hawke's Bay,14,23,Fiji,8/4/1951
1951,Marlborough,16,28,Fiji,8/8/1951
